,Lat,Long_,Deaths,Case_Fatality_Ratio,Temperature
2104,45.58613007,-96.00163705,16.0,0.4944375773,1.02
2105,45.2829032,-95.68264092,34.0,1.279157261,2.02
2106,46.06996226,-94.89785296,72.0,0.8707219736,0.01
2107,45.77298854,-96.47062949,11.0,1.10775428,1.99
2109,44.28424356,-92.23121312,19.0,0.2900763359,2.71
2110,46.58589171,-94.96968506,65.0,1.277264689,0.03
2111,44.02211116,-93.58720034,43.0,0.6892130149,2.42
2112,45.03864533,-92.88429635,,0.6811130203,-0.44
2113,43.97823903,-94.61413846,26.0,0.7726597325,5.36
2114,46.35721532,-96.4684375,24.0,1.264488936,1.01
2115,43.98772283,-91.78081305,80.0,0.5147011516,4.16
2116,45.17297924,-93.96234781,,0.7875327147,0.36
2117,44.71710183,-95.86842453,31.0,1.020408163,3.61
2118,31.47669768,-91.35326037,152.0,1.799242424,9.06
2119,34.88084463,-88.57996173,166.0,1.327469012,8.1
2120,31.17467303,-90.80501621,70.0,1.837752691,11.3
2121,33.08658803,-89.57838564,123.0,1.866181156,11.62
2122,34.81681228,-89.18945516,51.0,1.861313869,9.32
2123,33.79696941,-90.87372121,189.0,1.692789969,9.01
2124,33.93683395,-89.33686647,79.0,1.43688614,11.14
2125,33.44834567,-89.91994479,58.0,1.933333333,11.6
2126,33.91983202,-88.9481545,101.0,1.484857395,7.51
2127,33.34598242,-89.24809382,36.0,1.288014311,10.98
2128,31.97061673,-90.90702196,49.0,1.960784314,7.8
2129,32.04158545,-88.6889622,112.0,2.341137124,11.31
2130,33.65358105,-88.77784255,102.0,1.689860835,7.84
2131,34.22772299,-90.60415045,135.0,1.695340952,8.02
2132,31.86977774,-90.44565118,126.0,1.411922905,9.9
2133,31.63225413,-89.55389939,119.0,1.419878296,10.5
2134,34.87625235,-89.99091418,,0.9544835829,8.11
2135,31.18961454,-89.25832496,,1.208255159,13.65
2136,31.47786634,-90.89672989,39.0,1.710526316,10.54
2137,30.86259065,-88.64436789,90.0,1.056710109,15.74
2138,31.21444233,-88.63922281,60.0,1.585623679,15.12
2139,33.77036166,-89.80245083,140.0,2.220459952,11.08
2140,30.41830223,-89.48851033,161.0,1.097178683,17.82
2141,30.51359752,-89.12467576,,1.095839235,18.25
2142,32.2656285,-90.44435448,,1.275114745,7.94
2143,33.12345854,-90.08923538,105.0,2.047981276,12.06
2144,33.12825718,-90.52252707,47.0,2.059596845,9.43
2145,32.72531359,-90.97392828,9.0,3.0,12.04
2146,34.27993475,-88.3606733,147.0,1.606557377,10.33
2147,30.54020656,-88.64184064,,1.103426666,19.93
2148,32.01922104,-89.11786866,80.0,1.340033501,11.97
2149,31.73397872,-91.03764977,39.0,2.208380521,10.61
2150,31.56884708,-89.8267099,56.0,1.584158416,13.72
2151,31.62257767,-89.168969,,1.209378535,12.75
2152,32.75462946,-88.64105766,51.0,2.011041009,11.81
2153,34.35687874,-89.48490961,187.0,1.01663586,9.01
2154,31.20572971,-89.5077704,168.0,0.7889916874,13.49
2155,32.40419769,-88.66229662,,1.776083318,11.89
2156,31.55147224,-90.10841127,57.0,1.306141155,13.72
2157,32.7536828,-89.52402044,125.0,1.681689762,11.64
2158,34.2918775,-88.68149954,,0.9684350695,9.36
2159,33.55545125,-90.29900733,181.0,2.128159906,10.9
2160,31.53288662,-90.45391915,164.0,1.610211095,11.09
2161,33.47386518,-88.4419153,,1.205807167,7.97
2162,32.63389156,-90.03513564,,1.137849856,9.08
2163,31.23132643,-89.8209217,143.0,1.687713915,12.21
2164,34.76216286,-89.50299462,185.0,1.578498294,8.08
2165,33.89236763,-88.4808438,,1.711765585,8.26
2166,33.49419589,-89.61729103,83.0,2.332115763,11.33
2167,32.75339664,-89.11726492,,1.995314646,11.58
2168,32.40021118,-89.11843336,102.0,1.466992665,11.39
2169,33.11009499,-88.56949061,51.0,1.450099517,12.01
2170,33.42491685,-88.87905132,173.0,1.299676959,8.03
2171,34.36398677,-89.95064249,179.0,1.46170178,9.95
2172,30.77090935,-89.58677275,,1.641031506,16.88
2173,31.17161885,-88.99281835,65.0,1.778872469,15.85
2174,31.17507789,-90.40392572,192.0,1.557682947,11.95
2175,34.226046,-89.03636807,156.0,1.258876695,8.82
2176,34.61810501,-88.51986294,112.0,1.119888011,10.12
2177,34.25157572,-90.28908,33.0,1.833333333,8.03
2178,32.26469147,-89.94537876,,1.155573164,9.34
2179,32.4067041,-89.53789439,122.0,1.591650359,11.44
2180,32.88149103,-90.8159538,28.0,2.462620932,11.85
2181,31.91282117,-89.91716179,159.0,1.898734177,12.61
2182,32.01744532,-89.50644846,72.0,1.469387755,10.13
2183,30.79187949,-89.11547539,80.0,1.219884111,16.86
2184,33.60192578,-90.58882684,132.0,1.957295374,9.03
2185,33.95339918,-90.1729398,65.0,1.722767029,9.99
2186,34.65133709,-89.94485778,155.0,1.80715868,8.97
2187,34.76872156,-88.90988194,115.0,1.308453749,8.96
2188,34.74023475,-88.23917219,123.0,1.6391258,7.57
2189,34.64967704,-90.37481167,50.0,1.664447403,7.02
2191,34.49162015,-89.00776006,132.0,1.167315175,10.44
2192,31.14971548,-90.10446654,83.0,1.848552339,14.08
2193,32.35810271,-90.83352619,,1.77322271,7.57
2194,33.28392041,-90.94196237,,1.716068643,9.05
2195,31.64135687,-88.69573913,89.0,1.314817551,13.69
2196,33.61300486,-89.28392912,73.0,1.860346585,10.69
2197,31.16078225,-91.31018819,46.0,2.384655262,14.46
2198,33.08747908,-89.03391385,104.0,1.616915423,11.54
2199,34.02824175,-89.7076205,63.0,1.32269578,11.19
2200,32.77890365,-90.39656148,115.0,1.182276139,12.53
2201,40.19058551,-92.60078167,70.0,1.060124186,4.76
2202,39.98492163,-94.80163024,64.0,1.148600144,3.81
2203,40.43238737,-95.42970639,24.0,1.337792642,5.27
2204,39.215877,-91.84242683,121.0,1.795252226,3.75
2205,36.70978521,-93.82919888,150.0,1.916932907,6.53
2206,37.50207671,-94.34757022,56.0,1.693889897,5.49
2207,38.25271289,-94.34113157,102.0,2.33623454,6.65
2208,38.29503305,-93.28756116,113.0,2.135702136,4.38
2209,37.32449052,-90.02725304,47.0,1.475204018,6.26
2210,38.99186229,-92.30723575,,0.553165335,4.32
2211,39.65816401,-94.80138942,,1.166489926,2.61
2212,36.71462476,-90.40421163,179.0,1.480195154,7.4
2213,39.65620858,-93.98308093,41.0,2.020699852,2.3
2214,38.83674754,-91.92186505,143.0,1.010529291,5.1
2215,38.02199522,-92.76083747,194.0,1.80750955,5.46
2216,37.38489388,-89.6843587,,1.160659743,4.46
2217,39.42762566,-93.50626255,47.0,1.778282255,5.35
2218,36.94160441,-90.96051322,24.0,1.416765053,7.83
2219,38.64789422,-94.353399,,1.142606761,5.94
2220,37.72391475,-93.85445441,60.0,1.647446458,5.62
2221,39.51499357,-92.9629191,42.0,2.125506073,3.96
2222,36.9711783,-93.18537118,,1.146621127,6.45
2223,40.41040752,-91.73661677,46.0,2.449414271,5.48
2224,39.31132056,-94.41850862,,1.230319457,4.83
2225,39.6013098,-94.40465394,130.0,2.290345314,2.07
2226,38.50455671,-92.27860244,,1.273912488,3.71
2227,38.844478,-92.80896081,80.0,1.700680272,4.52
2228,37.97663738,-91.30528104,116.0,1.800962583,4.48
2229,37.431814,-93.8503345,47.0,2.63600673,6.7
2230,37.6811355,-93.02127031,80.0,1.724509593,6.05
2231,39.96145298,-93.98519678,32.0,1.602403605,2.67
2232,39.89201062,-94.40476508,49.0,1.944444444,2.15
2233,37.60663134,-91.50790473,90.0,2.312435766,5.31
2234,36.9325593,-92.49905109,85.0,2.807133421,7.66
2235,36.27167174,-90.09122243,134.0,1.418589879,4.98
2236,38.41127108,-91.07522826,,1.328828097,3.57
2237,38.43947277,-91.50847147,111.0,2.767389678,5.23
2238,40.21097916,-94.40944419,37.0,1.406844106,3.25
2239,37.2575872,-93.34230916,,1.353372662,6.68
2240,40.11406587,-93.56509276,72.0,2.356792144,3.8
2241,40.35570088,-93.99222144,34.0,1.411960133,3.1
2242,38.38482826,-93.79293734,92.0,1.327178304,5.08
2243,37.94163617,-93.3203037,59.0,2.5,5.79
2244,40.09799248,-95.2163888,33.0,2.532617038,2.41
2245,39.1435761,-92.69756691,35.0,1.214434421,4.3
2246,36.77383887,-91.88683935,,2.119585339,6.29
2247,37.55487945,-90.7735296,48.0,1.824401368,5.91
2248,39.01002188,-94.34724536,,1.132691559,5.92
2249,37.20351921,-94.34050458,,1.420198377,5.81
2250,38.25926778,-90.53870896,,1.084996393,5.78
2251,38.74719601,-93.80691168,150.0,1.040871556,5.05
2252,39.0997,-94.5786,,0.9614823886,5.38
2253,40.12699751,-92.14780832,15.0,1.284246575,5.72
2254,37.65896829,-92.5888493,191.0,2.018174134,5.86
2255,39.06986886,-93.78076396,143.0,1.578366446,5.39
2256,37.10626634,-93.83293097,183.0,2.004820333,5.68
2257,40.09673161,-91.72070156,43.0,1.303820497,4.5
2258,39.05345619,-90.95588181,155.0,0.8538063237,4.04
2259,39.87001769,-93.10704106,70.0,2.279387822,2.64
2260,39.78110272,-93.54645978,107.0,2.437357631,4.06
2261,39.83049768,-92.56453089,65.0,1.542111507,4.0
2262,37.47865134,-90.3467143,59.0,1.408450704,5.58
2263,38.16193985,-91.92249662,41.0,2.126556017,4.55
2264,39.80601912,-91.62203062,130.0,1.350930063,5.28
2265,36.62869595,-94.34867205,78.0,1.278478938,6.93
2266,40.42212303,-93.5682959,16.0,1.816118048,5.82
2267,38.21450288,-92.42610898,127.0,1.828390441,5.0
2268,36.82516239,-89.29505753,63.0,1.459684893,3.46
2269,38.63571781,-92.57976951,60.0,1.398601399,3.78
2270,39.49593978,-92.00043978,50.0,2.016942315,4.58
2271,38.94022054,-91.47000721,63.0,2.081956378,4.4
2272,38.4181765,-92.88791859,121.0,2.498967369,4.61
2273,36.59666326,-89.66070007,90.0,1.525423729,5.04
2274,36.90519407,-94.3394104,,1.619822485,4.96
2275,40.36079813,-94.88133008,50.0,0.6978367062,0.95
2276,36.68710164,-91.4033755,41.0,1.723413199,6.98
2277,38.46036182,-91.8613635,51.0,1.37987013,4.49
2278,36.64916339,-92.44459066,64.0,3.171456888,6.67
2279,36.2130572,-89.78742322,86.0,2.363936229,4.97
2280,37.70660776,-89.82741088,51.0,0.8228460794,4.77
2281,38.72798918,-93.28471706,181.0,1.236001093,3.36
2282,37.87736118,-91.79351727,,2.063730529,5.8
2283,39.34310674,-91.16980779,65.0,1.26878782,2.42
2284,39.38154439,-94.77068479,106.0,0.8428083009,4.87
2285,37.6162296,-93.39828174,119.0,1.224405803,5.9
2286,37.82462075,-92.20783203,128.0,1.206977841,6.22
2287,40.47942497,-93.02042674,26.0,2.231759657,5.97
2288,39.52817427,-91.51838643,30.0,1.035911602,5.08
2289,39.44007257,-92.4971374,110.0,1.562721978,5.18
2290,39.3537468,-93.98905745,101.0,1.655737705,5.08
2291,37.36085952,-90.97009925,27.0,1.985294118,6.77
2292,36.65460667,-90.85990261,67.0,2.142628718,7.51
2293,39.13734288,-93.20259964,116.0,1.622831561,2.99
2294,40.46921489,-92.52311943,26.0,2.985074627,5.43
2295,40.45214695,-92.14709064,18.0,2.189781022,4.08
2296,37.05588075,-89.56474493,168.0,1.245090047,4.96
2297,37.15772072,-91.40190382,42.0,2.218700475,8.21
2298,39.79742518,-92.07634971,16.0,0.7948335817,4.39
2299,38.77875681,-90.66662425,,0.8761303532,4.54
2300,38.03699437,-93.77631447,43.0,1.688923802,5.79
2301,37.81214171,-90.47598685,,1.394803163,3.64
2302,38.6377004,-90.4458375,,1.270911865,4.95
2303,38.63555736,-90.24349225,,1.131410429,5.31
2304,37.89090059,-90.1949941,41.0,0.8727117923,5.07
2305,36.85571651,-89.9444155,148.0,2.094240838,4.5
2306,36.75000327,-93.45256475,128.0,1.872166155,5.77
2307,40.2099105,-93.11150106,25.0,1.282051282,4.75
2308,36.65465345,-93.04075153,,1.572466056,6.51
2309,37.31728859,-91.96564727,112.0,2.01511335,7.38
2311,37.8457799,-94.34127305,111.0,1.841101344,5.74
2312,38.76529479,-91.16124662,112.0,1.14730588,4.02
2313,37.96130078,-90.87948158,152.0,2.18705036,4.84
2314,37.11303869,-90.46001416,57.0,1.987447699,7.28
2315,37.2813734,-92.876329,162.0,1.585282317,5.2
2316,40.47945588,-94.42328751,5.0,0.904159132,3.52
2317,37.27029221,-92.46914488,93.0,2.054340623,7.86
2318,45.13434354,-112.8984694,32.0,1.30986492,-9.13
2319,45.42335905,-107.492347,103.0,1.813061081,-1.35
2320,48.43175214,-108.9582723,33.0,1.285547332,3.69
2321,46.33277565,-111.4955813,22.0,1.456953642,-8.12
2322,45.22850116,-109.0274047,29.0,1.199338296,-3.2
2323,45.5197966,-104.5395536,5.0,1.736111111,-1.28
2324,47.30797024,-111.3467922,,1.261701262,0.24
2325,47.88084126,-110.4353362,15.0,1.141552511,0.39
2326,46.25319932,-105.5737526,52.0,1.491253226,-0.35
2327,48.78420029,-105.5476343,9.0,1.886792453,-1.19
2328,47.26584855,-104.8944417,59.0,2.153284672,0.78
2329,46.05953325,-113.073353,30.0,0.9416195857,-4.61
2330,46.33478338,-104.4183565,12.0,1.524777637,-1.16
2331,47.26331584,-109.2245206,60.0,2.07325501,3.02
2332,48.29575866,-114.0520569,,0.8989572096,-14.11
2333,45.54486106,-111.1692571,133.0,0.3270062943,-8.94
2334,47.27545948,-107.0002351,3.0,1.2,2.49
2335,48.70513576,-112.9934235,77.0,1.657696448,1.25
2336,46.3816474,-109.1768522,5.0,2.976190476,5.37
2337,46.4060522,-113.4414186,10.0,1.519756839,-5.67
2338,48.62879827,-110.1129252,73.0,1.366273629,2.22
2339,46.14907081,-112.094396,26.0,0.8392511298,-4.29
2340,47.04581276,-110.2660688,1.0,0.3584229391,3.69
2341,47.64514965,-114.0898013,107.0,1.309028627,-9.7
2342,47.12610041,-112.394698,,0.932974378,-2.91
2343,48.56084317,-111.024307,4.0,0.7648183556,-0.7
2344,48.54265777,-115.4046155,95.0,1.709555516,-12.0
2345,45.30080065,-111.9173017,22.0,0.9306260575,-9.29
2346,47.64469406,-105.7944994,9.0,2.01793722,2.04
2347,46.59907074,-110.8898557,12.0,2.051282051,-4.68
2348,47.15283992,-115.0015239,17.0,1.26394052,-6.36
2349,47.03728583,-113.9213508,,0.6709592009,-19.5
2350,46.49684637,-108.39498,31.0,2.849264706,5.91
2351,45.48965095,-110.5264394,39.0,0.7695343331,-5.81
2352,47.1182463,-108.2508876,1.0,2.380952381,2.71
2353,48.25936577,-107.9128511,29.0,2.552816901,2.38
2354,48.22773388,-112.2252703,11.0,0.7565337001,3.06
2355,45.39617714,-105.636738,10.0,2.415458937,1.6
2356,46.85538891,-112.9359164,32.0,1.469237833,-5.05
2357,46.86048047,-105.379384,4.0,1.374570447,0.58
2358,46.08520862,-114.1189164,174.0,2.104499274,-3.04
2359,47.78668011,-104.5610786,37.0,1.252115059,-0.52
2360,48.29607488,-105.0079268,76.0,1.949217748,0.53
2361,46.23397237,-106.729288,63.0,2.037516171,1.15
2362,47.67657534,-115.1329916,53.0,2.212943633,-9.84
2363,48.72085833,-104.503829,13.0,1.460674157,0.68
2364,45.90018933,-112.6620092,139.0,1.427251258,-13.46
2365,45.67071407,-109.3950061,32.0,1.869158879,-0.66
2366,45.81367654,-109.9425686,13.0,1.441241685,0.14
2367,47.83741052,-112.2410688,27.0,1.778656126,2.0
2368,48.65577551,-111.6942414,25.0,1.793400287,1.05
2369,46.2097322,-107.2666516,1.0,0.6802721088,0.11
2371,48.36435097,-106.6669635,41.0,1.964542405,1.75
2372,46.46652491,-109.8464636,14.0,3.083700441,2.02
2373,46.95925154,-104.2510927,8.0,3.265306122,-0.22
2374,45.93955949,-108.2691486,,1.190381241,1.43
2375,40.5244942,-98.50117804,90.0,1.20951485,7.76
2376,42.17695516,-98.0666283,18.0,1.449275362,6.05
2377,41.56896142,-101.6959559,1.0,2.941176471,3.63
2378,41.54634427,-103.7114332,2.0,2.02020202,3.7
2379,41.91311716,-99.97677845,4.0,5.263157895,8.77
2380,41.70759415,-98.06737183,14.0,1.144726083,7.97
2381,42.22079243,-103.0878834,26.0,1.070399341,5.71
2382,42.8997274,-98.76486568,13.0,2.88248337,7.12
2383,42.43018907,-99.92904055,7.0,1.127214171,9.76
2384,40.85486962,-99.07500296,146.0,1.069205419,9.75
2385,41.85056773,-96.32605633,23.0,1.567825494,5.49
2386,41.22703692,-97.13106306,18.0,0.8137432188,7.1
2387,40.90899107,-96.13971217,50.0,0.7158196135,7.9
2388,42.5988851,-97.25311951,28.0,1.648028252,6.15
2389,40.5237198,-101.6978026,10.0,1.136363636,6.88
2390,42.54502621,-101.1244332,14.0,2.261712439,3.47
2391,41.21999357,-102.9941693,29.0,1.264167393,5.91
2392,40.52439441,-98.05126296,32.0,1.911589008,8.38
2393,41.57486951,-97.0868542,31.0,1.07266436,2.87
2394,41.91637624,-96.78730772,22.0,1.108312343,7.79
2395,41.39374521,-99.72805369,38.0,1.657940663,5.88
2396,42.39040144,-96.56656425,87.0,1.13310758,6.49
2397,42.71985036,-103.1313774,25.0,1.680107527,3.4
2398,40.87028216,-99.8201461,87.0,1.517530089,8.9
2399,41.11168186,-102.3333331,4.0,1.162790698,7.66
2400,42.49188363,-96.86782408,18.0,1.323529412,7.02
2401,41.58071748,-96.65598179,145.0,1.271037868,5.46
2402,41.29518299,-96.15085305,,0.7187911716,7.68
2403,40.17638677,-101.6876522,6.0,1.6,8.07
2404,40.52458567,-97.59646937,19.0,1.499605367,7.97
2405,40.17636348,-98.95299073,14.0,2.892561983,8.41
2406,40.52993007,-100.3924658,4.0,0.6622516556,9.43
2407,40.17642064,-99.91247454,17.0,1.35891287,9.32
2408,40.26186809,-96.68946704,55.0,1.277881041,6.59
2409,41.61703149,-102.3313973,5.0,1.101321586,3.24
2410,41.91428955,-98.99111827,10.0,2.145922747,5.65
2411,40.51481965,-99.83020279,9.0,2.142857143,6.38
2412,41.91528587,-101.740701,6.0,5.555555556,4.49
2413,41.56742671,-98.52150266,6.0,1.327433628,7.73
2414,40.87257079,-98.50218293,176.0,0.9492988134,9.06
2415,40.87349452,-98.02099117,26.0,0.9822440499,9.02
2416,40.17658508,-99.40438879,7.0,1.82767624,8.84
2417,40.52451972,-101.0603568,0.0,0.0,7.95
2418,40.17609175,-101.0416477,11.0,1.839464883,7.17
2419,42.45522056,-98.78402558,24.0,0.9708737864,8.04
2420,41.91586243,-101.1354293,5.0,4.032258065,5.41
2421,41.2200529,-98.5166499,25.0,1.936483346,7.69
2422,40.17584531,-97.142601,13.0,0.9252669039,7.53
2423,40.39257596,-96.26522753,15.0,1.641137856,7.12
2424,40.50663314,-98.94877182,13.0,0.9658246657,8.12
2425,41.19930341,-101.6620164,30.0,1.711351968,8.81
2426,42.87990694,-99.71343729,0.0,0.0,7.76
2427,41.19774275,-103.7148131,16.0,1.977750309,2.93
2428,42.63758421,-97.89178836,19.0,1.0,6.75
2429,40.78416049,-96.68777155,,0.5092332904,8.91
2430,41.04658298,-100.7475374,140.0,1.362795678,5.26
2431,41.56650314,-100.4817851,0.0,0.0,5.79
2432,41.91371961,-99.45440415,0.0,0.0,9.27
2433,41.91676024,-97.6005481,79.0,0.7152557718,4.99
2434,41.56797682,-101.0599362,1.0,1.351351351,5.19
2435,41.16624273,-98.0374887,25.0,1.283367556,7.33
2436,41.71711774,-103.0061405,36.0,2.767102229,4.88
2437,41.39750195,-97.99327291,17.0,1.992966002,8.02
2438,40.38514847,-95.85433992,27.0,1.763553233,8.21
2439,40.17637905,-98.04743961,19.0,1.765799257,6.97
2440,40.64843556,-96.13374142,25.0,0.6663113006,8.71
2441,40.13141096,-96.23705437,8.0,1.622718053,4.53
2442,40.85082525,-101.6502942,13.0,2.292768959,7.54
2443,40.51156033,-99.41461667,26.0,0.977443609,6.79
2444,42.26434853,-97.60122773,27.0,1.856946355,7.12
2445,41.57246836,-97.52144359,84.0,0.8526187576,5.74
2446,41.18813488,-97.56630712,26.0,1.981707317,5.69
2447,40.1755688,-100.476998,23.0,0.8963367108,4.08
2448,40.1247415,-95.71755036,32.0,1.50801131,0.93
2449,42.42252217,-99.44832069,3.0,1.578947368,5.72
2450,40.52418865,-97.14085859,18.0,0.4248288884,8.88
2451,41.11314181,-96.11156432,,0.563037224,7.79
2452,41.2278103,-96.63773905,55.0,1.00658858,8.0
2453,41.85070896,-103.7080986,151.0,1.388888889,4.83
2454,40.87241834,-97.139673,50.0,1.369863014,7.87
2455,42.50284406,-102.4126613,40.0,3.673094582,1.58
2456,41.22045983,-98.97588642,9.0,1.347305389,8.06
2457,42.48932059,-103.7576544,1.0,1.234567901,4.06
2458,41.9169835,-97.19394708,13.0,1.803051318,5.06
2459,40.17626377,-97.59504381,13.0,1.026045777,8.0
2460,41.91358968,-100.5556632,1.0,0.8928571429,7.81
2461,42.15725356,-96.54157099,33.0,1.618440412,7.18
2463,41.56730777,-98.98197724,12.0,1.420118343,5.91
2464,41.52815707,-96.22019892,53.0,1.010486177,7.35
2465,42.20934475,-97.11926964,17.0,0.8177008177,6.65
2466,40.17642643,-98.50019851,14.0,1.778907243,8.32
2467,41.91482725,-98.52798941,2.0,1.470588235,5.66
2468,40.87272618,-97.59710186,32.0,0.7036059807,9.08
2469,39.15509045,-119.7480219,,1.338163969,-1.41
2470,39.58105744,-118.3394607,122.0,1.619970787,-0.51
2471,36.21458855,-115.0130241,,1.381809553,11.01
2472,38.912862,-119.6171333,96.0,1.106118216,-4.09
2473,41.14531606,-115.3577619,150.0,1.169408279,-0.55
2474,37.78436681,-117.6319999,5.0,4.132231405,1.17
2475,39.98100864,-116.2683204,2.0,1.063829787,-2.53
2476,41.40692186,-118.1109427,65.0,2.351664255,0.13
2477,39.9332233,-117.0397075,22.0,1.681957187,-0.84
2478,37.64268459,-114.8790388,10.0,1.485884101,1.68
2479,39.01777974,-119.1870479,183.0,1.525254209,0.51
2480,38.53841696,-118.4344506,19.0,1.303155007,-4.07
2481,38.04264256,-116.4722702,,3.347280335,-0.58
2482,40.44003782,-118.4005641,32.0,1.347368421,-0.7
2483,39.44875482,-119.5250207,14.0,7.486631016,-2.2
2485,40.66562265,-119.6631594,,1.02291876,-2.81
2486,39.44157041,-114.899966,23.0,1.253405995,-5.56
2487,43.51637314,-71.41684235,,1.217781982,0.54
2488,43.87498583,-71.20430216,72.0,0.5984539938,2.31
2489,42.92015988,-72.25311043,131.0,0.705324934,1.81
2490,44.69063265,-71.30633239,132.0,1.611918427,-3.08
2491,43.93779815,-71.82057197,90.0,0.3967204443,-0.87
2492,42.91537785,-71.7200253,,0.8481792812,1.98
2493,43.29662971,-71.6811573,,0.7108280255,2.35
2494,42.98499744,-71.12883377,,0.7555544775,2.65
2495,43.291833,-71.02336013,,0.6611158751,2.52
2496,43.36094111,-72.22203125,81.0,0.6961155036,2.38
2498,39.47538693,-74.65848483,,1.208469499,7.42
2499,40.96010917,-74.07164325,,1.170438787,3.76
2500,39.87681124,-74.66927768,,0.9887917376,6.02
2501,39.80343818,-74.96388753,,1.192679668,5.95
2502,39.15008829,-74.80170244,,1.134494105,6.14
2503,39.37199394,-75.10712559,,1.306510578,7.0
2504,40.78681335,-74.24657979,,1.322838437,3.26
2505,39.71581067,-75.13995546,,1.17351784,6.53
2506,40.73766234,-74.07515667,,1.225282058,3.94
2507,40.56335249,-74.91284156,,0.8932293217,2.83
2508,40.28047017,-74.70479631,,1.245854956,5.32
2509,40.43629879,-74.41426991,,1.124203642,4.71
2510,40.26549699,-74.22240686,,1.086629829,5.04
2511,40.86095313,-74.5455371,,1.031813738,2.35
2512,39.8895449,-74.28089251,,1.550090534,5.82
2513,41.03238628,-74.29954144,,1.306412029,3.47
2514,39.58719656,-75.3469663,,1.464646465,7.22
2515,40.56465737,-74.61683016,,1.073770232,4.12
2516,41.13891592,-74.69118243,,1.160003618,2.06
2518,40.65835409,-74.30680092,,1.303878459,4.07
2519,40.85951833,-74.99556527,,1.155327343,2.33
2520,35.05163625,-106.6703554,,1.120540496,9.26
2521,33.91514144,-108.4046587,22.0,4.214559387,8.03
2522,33.36406072,-104.4665365,,1.462874939,4.22
2523,34.91131525,-107.998876,,2.291164218,5.67
2524,36.60569702,-104.6472674,68.0,2.457535237,3.36
2525,34.57421077,-103.3468876,,1.550232868,6.48
2526,34.34274529,-104.4117842,6.0,0.8141112619,3.33
2527,32.35275771,-106.8329387,,1.217772612,15.01
2528,32.47167456,-104.3053527,,1.692694686,5.6
2529,32.73911281,-108.3827845,110.0,1.138362827,11.68
2530,34.86319296,-104.790669,18.0,1.343283582,2.6
2531,35.85751555,-103.8220938,4.0,3.96039604,6.64
2532,31.91383467,-108.7151824,16.0,1.217656012,14.18
2533,32.79215361,-103.4123733,,1.810739867,7.28
2534,33.74526079,-105.4586166,73.0,1.124634109,9.53
2535,35.86631386,-106.3134985,23.0,0.5053834322,5.24
2536,32.18179341,-107.7508826,148.0,1.870812792,13.06
2537,35.5800772,-108.262245,,1.973765242,6.55
2538,36.01095101,-104.9497716,22.0,2.244897959,5.28
2539,32.61348406,-105.7417604,,1.322265046,10.14
2540,35.10403332,-103.5481727,70.0,2.786624204,4.05
2541,36.51072137,-106.6931674,160.0,1.218490595,5.47
2542,34.02097406,-103.4799493,110.0,1.815780786,9.53
2543,36.50838318,-108.320437,,1.639375917,5.83
2544,35.48014807,-104.8163562,78.0,1.032838983,4.27
2545,35.68862401,-106.8687803,,1.120751988,7.84
2546,35.50708973,-105.9774716,,0.9529331686,7.8
2547,33.13028233,-107.1925893,86.0,3.486015403,9.09
2548,34.00715494,-106.9298354,100.0,2.141327623,8.5
2549,36.58006022,-105.6310198,105.0,1.456916886,7.0
2550,34.64048375,-105.8508949,59.0,1.79331307,5.08
2552,36.48126404,-103.4709624,20.0,2.159827214,6.88
2553,34.71669834,-106.8103733,,1.344686591,7.74
2554,42.60060306,-73.97723916,,0.7713083675,2.56
2555,42.25748406,-78.02750466,164.0,1.54980155,-1.61
2556,40.85209301,-73.86282755,,1.567766364,3.68
2557,42.15903158,-75.81326086,,1.016217721,1.4
2558,42.24778241,-78.67923096,,1.294789134,-1.01
2559,42.91261714,-76.55731592,176.0,0.8817635271,1.83
2560,42.2276921,-79.36691763,,1.149106058,-2.15
2561,42.13891056,-76.7638805,,0.9944751381,2.05
2562,42.49430041,-75.60887553,139.0,1.194465928,0.74
2563,44.74530905,-73.67875352,123.0,0.5587099705,-0.17
2564,42.24819348,-73.63089095,164.0,1.223789269,2.09
2565,42.59509207,-76.07048931,133.0,1.018298752,0.61
2566,42.19837623,-74.96709306,87.0,0.8776354282,1.53
2567,41.7648606,-73.74356679,,0.8798859049,2.76
2568,42.76249024,-78.73063652,,1.07655321,-0.58
2569,44.11630765,-73.77297842,74.0,0.9873248833,-0.6
2570,44.59040891,-74.29926032,54.0,0.4553887671,-1.11
2571,43.11363907,-74.41798804,183.0,1.125668943,0.07
2572,43.0022601,-78.19135193,,1.263958768,0.26
2573,42.275797,-74.12384884,148.0,1.388888889,-1.35
2574,43.66146647,-74.49721957,5.0,0.4621072089,-1.9
2575,43.42034246,-74.96145307,,1.22864498,-1.43
2576,44.04200959,-75.94653457,155.0,0.5891743956,0.86
2577,40.6361825,-73.94935552,,1.490812906,4.2
2578,43.7844157,-75.44903992,56.0,0.7778858175,-0.98
2579,42.72596275,-77.77966158,133.0,0.9416595865,0.98
2580,42.91653905,-75.67266639,143.0,0.8672974284,0.4
2581,43.14638895,-77.69322942,,0.9637004396,1.67
2582,42.90123494,-74.44011632,,1.546811398,2.71
2583,40.74066522,-73.58941873,,0.7875289328,3.86
2584,40.7672726,-73.97152637,,1.040761274,3.82
2585,43.19898042,-78.74777412,,1.07120245,-0.54
